id;created_date;modified_date;is_deleted;recency;frequency;monetary;recency_score;frequency_score;monetary_score;rfm_score;segment;customer_id
683;2021-03-31 21:47:33.000684;2021-03-31 21:47:33.000684;0;601;3;159;1;3;3;133;at_Risk;13042
684;2021-03-31 21:47:33.000685;2021-03-31 21:47:33.000685;0;38;1;0;4;1;1;411;hibernating;13043
685;2021-03-31 21:47:33.000686;2021-03-31 21:47:33.000686;0;293;11;731;2;5;4;254;cant_loose;13044
686;2021-03-31 21:47:33.000687;2021-03-31 21:47:33.000687;0;336;3;20;2;3;1;231;at_Risk;13045
687;2021-03-31 21:47:33.000688;2021-03-31 21:47:33.000688;0;92;3;146;3;3;3;333;need_attention;13046
688;2021-03-31 21:47:33.000689;2021-03-31 21:47:33.000689;0;59;23;2860;4;5;5;455;loyal_customers;13047
689;2021-03-31 21:47:33.000690;2021-03-31 21:47:33.000690;0;17;8;401;5;4;4;544;loyal_customers;13048
690;2021-03-31 21:47:33.000691;2021-03-31 21:47:33.000691;0;184;4;25;3;3;1;331;about_to_sleep;13049
691;2021-03-31 21:47:33.000692;2021-03-31 21:47:33.000692;0;17;35;2441;5;5;5;555;champions;13050
692;2021-03-31 21:47:33.000693;2021-03-31 21:47:33.000693;0;433;2;243;1;2;3;123;hibernating;13051
693;2021-03-31 21:47:33.000694;2021-03-31 21:47:33.000694;0;36;7;206;4;4;3;443;loyal_customers;13052
694;2021-03-31 21:47:33.000695;2021-03-31 21:47:33.000695;0;624;1;15;1;1;1;111;hibernating;13053
695;2021-03-31 21:47:33.000696;2021-03-31 21:47:33.000696;0;68;4;169;4;3;3;433;need_attention;13055
696;2021-03-31 21:47:33.000697;2021-03-31 21:47:33.000697;0;553;1;5;1;1;1;111;hibernating;13056
697;2021-03-31 21:47:33.000698;2021-03-31 21:47:33.000698;0;532;3;278;1;3;3;133;at_Risk;13057
698;2021-03-31 21:47:33.000699;2021-03-31 21:47:33.000699;0;1;3;231;5;3;3;533;need_attention;13058
699;2021-03-31 21:47:33.000700;2021-03-31 21:47:33.000700;0;252;10;1183;2;5;5;255;cant_loose;13059
700;2021-03-31 21:47:33.000701;2021-03-31 21:47:33.000701;0;256;1;15;2;1;1;211;hibernating;13060
701;2021-03-31 21:47:33.000702;2021-03-31 21:47:33.000702;0;74;1;17;4;1;1;411;hibernating;13061
702;2021-03-31 21:47:33.000703;2021-03-31 21:47:33.000703;0;339;1;25;2;1;1;211;hibernating;13062
703;2021-03-31 21:47:33.000704;2021-03-31 21:47:33.000704;0;483;1;10;1;1;1;111;hibernating;13063
704;2021-03-31 21:47:33.000705;2021-03-31 21:47:33.000705;0;2;6;258;5;4;3;543;potential_loyalists;13064
705;2021-03-31 21:47:33.000706;2021-03-31 21:47:33.000706;0;366;5;219;2;4;3;243;at_Risk;13065
706;2021-03-31 21:47:33.000707;2021-03-31 21:47:33.000707;0;27;2;17;4;2;1;421;hibernating;13066
707;2021-03-31 21:47:33.000708;2021-03-31 21:47:33.000708;0;84;3;103;3;3;2;332;about_to_sleep;13067
708;2021-03-31 21:47:33.000709;2021-03-31 21:47:33.000709;0;12;2;364;5;2;4;524;at_Risk;13068
709;2021-03-31 21:47:33.000710;2021-03-31 21:47:33.000710;0;4;38;2856;5;5;5;555;champions;13069
710;2021-03-31 21:47:33.000711;2021-03-31 21:47:33.000711;0;194;4;918;3;3;5;335;need_attention;13070
711;2021-03-31 21:47:33.000712;2021-03-31 21:47:33.000712;0;556;1;436;1;1;4;114;hibernating;13071
712;2021-03-31 21:47:33.000713;2021-03-31 21:47:33.000713;0;269;1;174;2;1;3;213;hibernating;13072
713;2021-03-31 21:47:33.000714;2021-03-31 21:47:33.000714;0;413;2;123;2;2;2;222;hibernating;13073
714;2021-03-31 21:47:33.000715;2021-03-31 21:47:33.000715;0;512;4;337;1;3;3;133;at_Risk;13074
715;2021-03-31 21:47:33.000716;2021-03-31 21:47:33.000716;0;307;1;89;2;1;2;212;hibernating;13075
716;2021-03-31 21:47:33.000717;2021-03-31 21:47:33.000717;0;490;1;130;1;1;2;112;hibernating;13076
717;2021-03-31 21:47:33.000718;2021-03-31 21:47:33.000718;0;91;10;816;3;5;4;354;loyal_customers;13077
718;2021-03-31 21:47:33.000719;2021-03-31 21:47:33.000719;0;1;57;7767;5;5;5;555;champions;13078
719;2021-03-31 21:47:33.000720;2021-03-31 21:47:33.000720;0;24;6;712;5;4;4;544;loyal_customers;13079
720;2021-03-31 21:47:33.000721;2021-03-31 21:47:33.000721;0;181;4;435;3;3;4;334;need_attention;13080
721;2021-03-31 21:47:33.000722;2021-03-31 21:47:33.000722;0;14;28;2676;5;5;5;555;champions;13081
722;2021-03-31 21:47:33.000723;2021-03-31 21:47:33.000723;0;179;21;1463;3;5;5;355;loyal_customers;13082
723;2021-03-31 21:47:33.000724;2021-03-31 21:47:33.000724;0;78;3;76;3;3;2;332;about_to_sleep;13083
724;2021-03-31 21:47:33.000725;2021-03-31 21:47:33.000725;0;583;1;127;1;1;2;112;hibernating;13084
725;2021-03-31 21:47:33.000726;2021-03-31 21:47:33.000726;0;0;10;1249,75;5;5;5;555;champions;13085
726;2021-03-31 21:47:33.000727;2021-03-31 21:47:33.000727;0;385;1;102;2;1;2;212;hibernating;13086
727;2021-03-31 21:47:33.000728;2021-03-31 21:47:33.000728;0;728;1;32;1;1;1;111;hibernating;13087
728;2021-03-31 21:47:33.000729;2021-03-31 21:47:33.000729;0;419;1;102;1;1;2;112;hibernating;13088
729;2021-03-31 21:47:33.000730;2021-03-31 21:47:33.000730;0;8;203;15068;5;5;5;555;champions;13089
730;2021-03-31 21:47:33.000731;2021-03-31 21:47:33.000731;0;22;24;2416;5;5;5;555;champions;13090
731;2021-03-31 21:47:33.000732;2021-03-31 21:47:33.000732;0;30;2;282;4;2;3;423;at_Risk;13091
732;2021-03-31 21:47:33.000733;2021-03-31 21:47:33.000733;0;7;12;1442;5;5;5;555;champions;13092
733;2021-03-31 21:47:33.000734;2021-03-31 21:47:33.000734;0;100;55;4305;3;5;5;355;loyal_customers;13093
734;2021-03-31 21:47:33.000735;2021-03-31 21:47:33.000735;0;23;13;1912;5;5;5;555;champions;13094
735;2021-03-31 21:47:33.000736;2021-03-31 21:47:33.000736;0;73;1;358;4;1;4;414;at_Risk;13095
736;2021-03-31 21:47:33.000737;2021-03-31 21:47:33.000737;0;426;1;102;1;1;2;112;hibernating;13096
737;2021-03-31 21:47:33.000738;2021-03-31 21:47:33.000738;0;80;28;2803;3;5;5;355;loyal_customers;13097
738;2021-03-31 21:47:33.000739;2021-03-31 21:47:33.000739;0;12;27;2374;5;5;5;555;champions;13098
739;2021-03-31 21:47:33.000740;2021-03-31 21:47:33.000740;0;336;1;128;2;1;2;212;hibernating;13099
740;2021-03-31 21:47:33.000741;2021-03-31 21:47:33.000741;0;236;4;242;2;3;3;233;at_Risk;13101
741;2021-03-31 21:47:33.000742;2021-03-31 21:47:33.000742;0;25;37;5795;5;5;5;555;champions;13102
742;2021-03-31 21:47:33.000743;2021-03-31 21:47:33.000743;0;42;3;15;4;3;1;431;about_to_sleep;13103
743;2021-03-31 21:47:33.000744;2021-03-31 21:47:33.000744;0;49;9;257;4;5;3;453;loyal_customers;13104
744;2021-03-31 21:47:33.000745;2021-03-31 21:47:33.000745;0;439;1;175;1;1;3;113;hibernating;13105
745;2021-03-31 21:47:33.000746;2021-03-31 21:47:33.000746;0;135;2;55;3;2;2;322;hibernating;13106
746;2021-03-31 21:47:33.000747;2021-03-31 21:47:33.000747;0;46;9;599;4;5;4;454;loyal_customers;13107
747;2021-03-31 21:47:33.000748;2021-03-31 21:47:33.000748;0;437;2;957;1;2;5;125;hibernating;13108
748;2021-03-31 21:47:33.000749;2021-03-31 21:47:33.000749;0;32;2;465;4;2;4;424;at_Risk;13109
749;2021-03-31 21:47:33.000750;2021-03-31 21:47:33.000750;0;55;12;554;4;5;4;454;loyal_customers;13110
750;2021-03-31 21:47:33.000751;2021-03-31 21:47:33.000751;0;721;1;33;1;1;1;111;hibernating;13111
751;2021-03-31 21:47:33.000752;2021-03-31 21:47:33.000752;0;543;1;60;1;1;2;112;hibernating;13112
752;2021-03-31 21:47:33.000753;2021-03-31 21:47:33.000753;0;7;34;2106;5;5;5;555;champions;13113
753;2021-03-31 21:47:33.000754;2021-03-31 21:47:33.000754;0;821;1;57;1;1;2;112;hibernating;13114
754;2021-03-31 21:47:33.000755;2021-03-31 21:47:33.000755;0;2;10;840;5;5;4;554;champions;13115
755;2021-03-31 21:47:33.000756;2021-03-31 21:47:33.000756;0;140;1;107;3;1;2;312;hibernating;13116
756;2021-03-31 21:47:33.000757;2021-03-31 21:47:33.000757;0;24;18;1062;5;5;5;555;champions;13117
757;2021-03-31 21:47:33.000758;2021-03-31 21:47:33.000758;0;22;9;95;5;5;2;552;potential_loyalists;13118
758;2021-03-31 21:47:33.000759;2021-03-31 21:47:33.000759;0;466;1;65;1;1;2;112;hibernating;13119
759;2021-03-31 21:47:33.000760;2021-03-31 21:47:33.000760;0;241;1;45;2;1;2;212;hibernating;13120
760;2021-03-31 21:47:33.000761;2021-03-31 21:47:33.000761;0;271;1;30;2;1;1;211;hibernating;13121
761;2021-03-31 21:47:33.000762;2021-03-31 21:47:33.000762;0;156;2;0;3;2;1;321;hibernating;13122
762;2021-03-31 21:47:33.000763;2021-03-31 21:47:33.000763;0;475;2;1117;1;2;5;125;hibernating;13123
763;2021-03-31 21:47:33.000764;2021-03-31 21:47:33.000764;0;33;4;204;4;3;3;433;need_attention;13124
764;2021-03-31 21:47:33.000765;2021-03-31 21:47:33.000765;0;614;1;400;1;1;4;114;hibernating;13125
765;2021-03-31 21:47:33.000766;2021-03-31 21:47:33.000766;0;47;12;768;4;5;4;454;loyal_customers;13126
766;2021-03-31 21:47:33.000767;2021-03-31 21:47:33.000767;0;80;1;15;3;1;1;311;hibernating;13127
767;2021-03-31 21:47:33.000768;2021-03-31 21:47:33.000768;0;633;1;60;1;1;2;112;hibernating;13128
768;2021-03-31 21:47:33.000769;2021-03-31 21:47:33.000769;0;454;2;72;1;2;2;122;hibernating;13129
769;2021-03-31 21:47:33.000770;2021-03-31 21:47:33.000770;0;185;1;151;3;1;3;313;at_Risk;13130
770;2021-03-31 21:47:33.000771;2021-03-31 21:47:33.000771;0;26;7;263;4;4;3;443;loyal_customers;13131
771;2021-03-31 21:47:33.000772;2021-03-31 21:47:33.000772;0;264;1;90;2;1;2;212;hibernating;13132
772;2021-03-31 21:47:33.000773;2021-03-31 21:47:33.000773;0;39;3;735;4;3;4;434;loyal_customers;13133
773;2021-03-31 21:47:33.000774;2021-03-31 21:47:33.000774;0;88;6;227;3;4;3;343;loyal_customers;13134
774;2021-03-31 21:47:33.000775;2021-03-31 21:47:33.000775;0;199;2;30;3;2;1;321;hibernating;13135
775;2021-03-31 21:47:33.000776;2021-03-31 21:47:33.000776;0;37;13;1328;4;5;5;455;loyal_customers;13136
776;2021-03-31 21:47:33.000777;2021-03-31 21:47:33.000777;0;13;16;1250;5;5;5;555;champions;13137
777;2021-03-31 21:47:33.000778;2021-03-31 21:47:33.000778;0;24;6;607;5;4;4;544;loyal_customers;13138
778;2021-03-31 21:47:33.000779;2021-03-31 21:47:33.000779;0;18;8;457;5;4;4;544;loyal_customers;13139
779;2021-03-31 21:47:33.000780;2021-03-31 21:47:33.000780;0;110;5;183;3;4;3;343;loyal_customers;13140
780;2021-03-31 21:47:33.000781;2021-03-31 21:47:33.000781;0;87;17;1609;3;5;5;355;loyal_customers;13141
781;2021-03-31 21:47:33.000782;2021-03-31 21:47:33.000782;0;21;1;30;5;1;1;511;hibernating;13142
782;2021-03-31 21:47:33.000783;2021-03-31 21:47:33.000783;0;616;1;47;1;1;2;112;hibernating;13143
783;2021-03-31 21:47:33.000784;2021-03-31 21:47:33.000784;0;41;2;201;4;2;3;423;at_Risk;13144
784;2021-03-31 21:47:33.000785;2021-03-31 21:47:33.000785;0;42;7;265;4;4;3;443;loyal_customers;13145
785;2021-03-31 21:47:33.000786;2021-03-31 21:47:33.000786;0;28;1;25;4;1;1;411;hibernating;13146
786;2021-03-31 21:47:33.000787;2021-03-31 21:47:33.000787;0;12;4;234;5;3;3;533;need_attention;13147
787;2021-03-31 21:47:33.000788;2021-03-31 21:47:33.000788;0;61;26;2630;4;5;5;455;loyal_customers;13148
788;2021-03-31 21:47:33.000789;2021-03-31 21:47:33.000789;0;17;4;769;5;3;4;534;loyal_customers;13149
789;2021-03-31 21:47:33.000790;2021-03-31 21:47:33.000790;0;369;3;117;2;3;2;232;at_Risk;13150
790;2021-03-31 21:47:33.000791;2021-03-31 21:47:33.000791;0;298;3;340;2;3;4;234;at_Risk;13151
791;2021-03-31 21:47:33.000792;2021-03-31 21:47:33.000792;0;419;7;217;1;4;3;143;at_Risk;13152
792;2021-03-31 21:47:33.000793;2021-03-31 21:47:33.000793;0;244;1;10;2;1;1;211;hibernating;13153
793;2021-03-31 21:47:33.000794;2021-03-31 21:47:33.000794;0;510;3;878;1;3;5;135;at_Risk;13154
794;2021-03-31 21:47:33.000795;2021-03-31 21:47:33.000795;0;82;6;2662;3;4;5;345;loyal_customers;13155
795;2021-03-31 21:47:33.000796;2021-03-31 21:47:33.000796;0;388;3;311;2;3;3;233;at_Risk;13156
796;2021-03-31 21:47:33.000797;2021-03-31 21:47:33.000797;0;7;9;427;5;5;4;554;champions;13157
797;2021-03-31 21:47:33.000798;2021-03-31 21:47:33.000798;0;4;5;988;5;4;5;545;loyal_customers;13158
798;2021-03-31 21:47:33.000799;2021-03-31 21:47:33.000799;0;53;4;55;4;3;2;432;about_to_sleep;13159
799;2021-03-31 21:47:33.000800;2021-03-31 21:47:33.000800;0;25;1;60;5;1;2;512;hibernating;13160
800;2021-03-31 21:47:33.000801;2021-03-31 21:47:33.000801;0;315;1;65;2;1;2;212;hibernating;13161
801;2021-03-31 21:47:33.000802;2021-03-31 21:47:33.000802;0;94;16;1667;3;5;5;355;loyal_customers;13162
802;2021-03-31 21:47:33.000803;2021-03-31 21:47:33.000803;0;494;1;1398;1;1;5;115;hibernating;13163
803;2021-03-31 21:47:33.000804;2021-03-31 21:47:33.000804;0;436;2;221;1;2;3;123;hibernating;13164
804;2021-03-31 21:47:33.000805;2021-03-31 21:47:33.000805;0;48;3;241;4;3;3;433;need_attention;13165
805;2021-03-31 21:47:33.000806;2021-03-31 21:47:33.000806;0;416;1;102;1;1;2;112;hibernating;13166
806;2021-03-31 21:47:33.000807;2021-03-31 21:47:33.000807;0;21;5;984;5;4;5;545;loyal_customers;13167
807;2021-03-31 21:47:33.000808;2021-03-31 21:47:33.000808;0;201;5;570;3;4;4;344;loyal_customers;13168
808;2021-03-31 21:47:33.000809;2021-03-31 21:47:33.000809;0;155;3;509;3;3;4;334;need_attention;13169
809;2021-03-31 21:47:33.000810;2021-03-31 21:47:33.000810;0;29;1;15;4;1;1;411;hibernating;13170
810;2021-03-31 21:47:33.000811;2021-03-31 21:47:33.000811;0;24;3;84;5;3;2;532;about_to_sleep;13171
811;2021-03-31 21:47:33.000812;2021-03-31 21:47:33.000812;0;609;1;20;1;1;1;111;hibernating;13172
812;2021-03-31 21:47:33.000813;2021-03-31 21:47:33.000813;0;213;10;208;2;5;3;253;cant_loose;13173
813;2021-03-31 21:47:33.000814;2021-03-31 21:47:33.000814;0;18;12;733;5;5;4;554;champions;13174
814;2021-03-31 21:47:33.000815;2021-03-31 21:47:33.000815;0;555;2;102;1;2;2;122;hibernating;13175
815;2021-03-31 21:47:33.000816;2021-03-31 21:47:33.000816;0;48;1;10;4;1;1;411;hibernating;13176
816;2021-03-31 21:47:33.000817;2021-03-31 21:47:33.000817;0;185;2;92;3;2;2;322;hibernating;13177
817;2021-03-31 21:47:33.000818;2021-03-31 21:47:33.000818;0;28;20;2091;4;5;5;455;loyal_customers;13178
818;2021-03-31 21:47:33.000819;2021-03-31 21:47:33.000819;0;621;1;15;1;1;1;111;hibernating;13179
819;2021-03-31 21:47:33.000820;2021-03-31 21:47:33.000820;0;403;1;47;2;1;2;212;hibernating;13180
820;2021-03-31 21:47:33.000821;2021-03-31 21:47:33.000821;0;383;1;306;2;1;3;213;hibernating;13181
821;2021-03-31 21:47:33.000822;2021-03-31 21:47:33.000822;0;47;1;108;4;1;2;412;hibernating;13182
822;2021-03-31 21:47:33.000823;2021-03-31 21:47:33.000823;0;89;15;1502;3;5;5;355;loyal_customers;13183
823;2021-03-31 21:47:33.000824;2021-03-31 21:47:33.000824;0;17;9;753;5;5;4;554;champions;13184
824;2021-03-31 21:47:33.000825;2021-03-31 21:47:33.000825;0;270;1;168;2;1;3;213;hibernating;13185
825;2021-03-31 21:47:33.000826;2021-03-31 21:47:33.000826;0;42;3;326;4;3;3;433;need_attention;13186
826;2021-03-31 21:47:33.000827;2021-03-31 21:47:33.000827;0;164;4;401;3;3;4;334;need_attention;13187
827;2021-03-31 21:47:33.000828;2021-03-31 21:47:33.000828;0;13;1;49;5;1;2;512;hibernating;13188
828;2021-03-31 21:47:33.000829;2021-03-31 21:47:33.000829;0;21;2;59;5;2;2;522;hibernating;13189
829;2021-03-31 21:47:33.000830;2021-03-31 21:47:33.000830;0;546;3;102;1;3;2;132;at_Risk;13190
830;2021-03-31 21:47:33.000831;2021-03-31 21:47:33.000831;0;660;1;15;1;1;1;111;hibernating;13191
831;2021-03-31 21:47:33.000832;2021-03-31 21:47:33.000832;0;207;6;614;2;4;4;244;at_Risk;13192
832;2021-03-31 21:47:33.000833;2021-03-31 21:47:33.000833;0;92;1;0;3;1;1;311;hibernating;13193
833;2021-03-31 21:47:33.000834;2021-03-31 21:47:33.000834;0;138;2;128;3;2;2;322;hibernating;13194
834;2021-03-31 21:47:33.000835;2021-03-31 21:47:33.000835;0;417;1;0;1;1;1;111;hibernating;13195
835;2021-03-31 21:47:33.000836;2021-03-31 21:47:33.000836;0;13;7;554;5;4;4;544;loyal_customers;13196
836;2021-03-31 21:47:33.000837;2021-03-31 21:47:33.000837;0;464;1;216;1;1;3;113;hibernating;13197
837;2021-03-31 21:47:33.000838;2021-03-31 21:47:33.000838;0;12;8;1182;5;4;5;545;loyal_customers;13198
838;2021-03-31 21:47:33.000839;2021-03-31 21:47:33.000839;0;12;65;6291;5;5;5;555;champions;13199
839;2021-03-31 21:47:33.000840;2021-03-31 21:47:33.000840;0;21;4;186;5;3;3;533;need_attention;13200
840;2021-03-31 21:47:33.000841;2021-03-31 21:47:33.000841;0;492;4;367;1;3;4;134;at_Risk;13201
841;2021-03-31 21:47:33.000842;2021-03-31 21:47:33.000842;0;426;7;344;1;4;4;144;at_Risk;13202
842;2021-03-31 21:47:33.000843;2021-03-31 21:47:33.000843;0;12;10;1208;5;5;5;555;champions;13203
843;2021-03-31 21:47:33.000844;2021-03-31 21:47:33.000844;0;851;1;321;1;1;3;113;hibernating;13204
844;2021-03-31 21:47:33.000845;2021-03-31 21:47:33.000845;0;445;1;5;1;1;1;111;hibernating;13205
845;2021-03-31 21:47:33.000846;2021-03-31 21:47:33.000846;0;402;13;1455;2;5;5;255;cant_loose;13206
846;2021-03-31 21:47:33.000847;2021-03-31 21:47:33.000847;0;5;4;67;5;3;2;532;about_to_sleep;13207
847;2021-03-31 21:47:33.000848;2021-03-31 21:47:33.000848;0;2;9;889;5;5;5;555;champions;13208
848;2021-03-31 21:47:33.000849;2021-03-31 21:47:33.000849;0;91;13;1017;3;5;5;355;loyal_customers;13209
849;2021-03-31 21:47:33.000850;2021-03-31 21:47:33.000850;0;156;1;0;3;1;1;311;hibernating;13210
850;2021-03-31 21:47:33.000851;2021-03-31 21:47:33.000851;0;12;10;1218;5;5;5;555;champions;13211
851;2021-03-31 21:47:33.000852;2021-03-31 21:47:33.000852;0;22;3;1207;5;3;5;535;loyal_customers;13212
852;2021-03-31 21:47:33.000853;2021-03-31 21:47:33.000853;0;59;11;334;4;5;3;453;loyal_customers;13213
853;2021-03-31 21:47:33.000854;2021-03-31 21:47:33.000854;0;368;7;75;2;4;2;242;at_Risk;13214
854;2021-03-31 21:47:33.000855;2021-03-31 21:47:33.000855;0;668;1;198;1;1;3;113;hibernating;13215
855;2021-03-31 21:47:33.000856;2021-03-31 21:47:33.000856;0;270;1;10;2;1;1;211;hibernating;13216
856;2021-03-31 21:47:33.000857;2021-03-31 21:47:33.000857;0;94;4;90;3;3;2;332;about_to_sleep;13217
857;2021-03-31 21:47:33.000858;2021-03-31 21:47:33.000858;0;247;1;0;2;1;1;211;hibernating;13218
858;2021-03-31 21:47:33.000859;2021-03-31 21:47:33.000859;0;620;1;0;1;1;1;111;hibernating;13219
859;2021-03-31 21:47:33.000860;2021-03-31 21:47:33.000860;0;81;5;537;3;4;4;344;loyal_customers;13220
860;2021-03-31 21:47:33.000861;2021-03-31 21:47:33.000861;0;242;2;466;2;2;4;224;hibernating;13221
861;2021-03-31 21:47:33.000862;2021-03-31 21:47:33.000862;0;401;1;45;2;1;2;212;hibernating;13222
862;2021-03-31 21:47:33.000863;2021-03-31 21:47:33.000863;0;203;5;622;2;4;4;244;at_Risk;13223
863;2021-03-31 21:47:33.000864;2021-03-31 21:47:33.000864;0;34;2;167;4;2;3;423;at_Risk;13224
864;2021-03-31 21:47:33.000865;2021-03-31 21:47:33.000865;0;62;16;2625;4;5;5;455;loyal_customers;13225
865;2021-03-31 21:47:33.000866;2021-03-31 21:47:33.000866;0;38;2;64;4;2;2;422;hibernating;13226
866;2021-03-31 21:47:33.000867;2021-03-31 21:47:33.000867;0;204;1;15;2;1;1;211;hibernating;13227
867;2021-03-31 21:47:33.000868;2021-03-31 21:47:33.000868;0;83;1;170;3;1;3;313;at_Risk;13228
868;2021-03-31 21:47:33.000869;2021-03-31 21:47:33.000869;0;228;1;177;2;1;3;213;hibernating;13229
869;2021-03-31 21:47:33.000870;2021-03-31 21:47:33.000870;0;31;30;3258;4;5;5;455;loyal_customers;13230
870;2021-03-31 21:47:33.000871;2021-03-31 21:47:33.000871;0;6;7;408;5;4;4;544;loyal_customers;13232
871;2021-03-31 21:47:33.000872;2021-03-31 21:47:33.000872;0;77;4;141;3;3;2;332;about_to_sleep;13233
872;2021-03-31 21:47:33.000873;2021-03-31 21:47:33.000873;0;589;2;17;1;2;1;121;hibernating;13234
873;2021-03-31 21:47:33.000874;2021-03-31 21:47:33.000874;0;7;1;75;5;1;2;512;hibernating;13235
874;2021-03-31 21:47:33.000875;2021-03-31 21:47:33.000875;0;27;2;15;4;2;1;421;hibernating;13236
875;2021-03-31 21:47:33.000876;2021-03-31 21:47:33.000876;0;390;1;0;2;1;1;211;hibernating;13237
876;2021-03-31 21:47:33.000877;2021-03-31 21:47:33.000877;0;19;6;639;5;4;4;544;loyal_customers;13238
877;2021-03-31 21:47:33.000878;2021-03-31 21:47:33.000878;0;264;5;173;2;4;3;243;at_Risk;13239
878;2021-03-31 21:47:33.000879;2021-03-31 21:47:33.000879;0;175;8;338;3;4;3;343;loyal_customers;13240
879;2021-03-31 21:47:33.000880;2021-03-31 21:47:33.000880;0;414;1;0;2;1;1;211;hibernating;13241
880;2021-03-31 21:47:33.000881;2021-03-31 21:47:33.000881;0;68;7;449;4;4;4;444;loyal_customers;13242
881;2021-03-31 21:47:33.000882;2021-03-31 21:47:33.000882;0;206;5;390;2;4;4;244;at_Risk;13243
882;2021-03-31 21:47:33.000883;2021-03-31 21:47:33.000883;0;125;1;30;3;1;1;311;hibernating;13244
883;2021-03-31 21:47:33.000884;2021-03-31 21:47:33.000884;0;53;2;533;4;2;4;424;at_Risk;13245
884;2021-03-31 21:47:33.000885;2021-03-31 21:47:33.000885;0;20;11;1318;5;5;5;555;champions;13246
885;2021-03-31 21:47:33.000886;2021-03-31 21:47:33.000886;0;20;4;239;5;3;3;533;need_attention;13247
886;2021-03-31 21:47:33.000887;2021-03-31 21:47:33.000887;0;157;2;1339;3;2;5;325;cant_loose;13248
887;2021-03-31 21:47:33.000888;2021-03-31 21:47:33.000888;0;125;9;1026;3;5;5;355;loyal_customers;13249
888;2021-03-31 21:47:33.000889;2021-03-31 21:47:33.000889;0;504;2;73;1;2;2;122;hibernating;13250
889;2021-03-31 21:47:33.000890;2021-03-31 21:47:33.000890;0;669;1;56;1;1;2;112;hibernating;13251
890;2021-03-31 21:47:33.000891;2021-03-31 21:47:33.000891;0;426;2;0;1;2;1;121;hibernating;13252
891;2021-03-31 21:47:33.000892;2021-03-31 21:47:33.000892;0;188;4;607;3;3;4;334;need_attention;13253
892;2021-03-31 21:47:33.000893;2021-03-31 21:47:33.000893;0;378;1;120;2;1;2;212;hibernating;13254
893;2021-03-31 21:47:33.000894;2021-03-31 21:47:33.000894;0;12;3;224;5;3;3;533;need_attention;13255
894;2021-03-31 21:47:33.000895;2021-03-31 21:47:33.000895;0;15;1;100;5;1;2;512;hibernating;13256
895;2021-03-31 21:47:33.000896;2021-03-31 21:47:33.000896;0;438;1;61;1;1;2;112;hibernating;13257
896;2021-03-31 21:47:33.000897;2021-03-31 21:47:33.000897;0;14;5;311;5;4;3;543;potential_loyalists;13258
897;2021-03-31 21:47:33.000898;2021-03-31 21:47:33.000898;0;93;9;245;3;5;3;353;loyal_customers;13259
898;2021-03-31 21:47:33.000899;2021-03-31 21:47:33.000899;0;93;1;63;3;1;2;312;hibernating;13260
899;2021-03-31 21:47:33.000900;2021-03-31 21:47:33.000900;0;271;2;289;2;2;3;223;hibernating;13261
900;2021-03-31 21:47:33.000901;2021-03-31 21:47:33.000901;0;265;3;52;2;3;2;232;at_Risk;13262
901;2021-03-31 21:47:33.000902;2021-03-31 21:47:33.000902;0;6;39;2760;5;5;5;555;champions;13263
902;2021-03-31 21:47:33.000903;2021-03-31 21:47:33.000903;0;445;1;0;1;1;1;111;hibernating;13264
903;2021-03-31 21:47:33.000904;2021-03-31 21:47:33.000904;0;3;4;846;5;3;5;535;loyal_customers;13265
904;2021-03-31 21:47:33.000905;2021-03-31 21:47:33.000905;0;13;18;1290;5;5;5;555;champions;13266
905;2021-03-31 21:47:33.000906;2021-03-31 21:47:33.000906;0;11;35;5436;5;5;5;555;champions;13267
906;2021-03-31 21:47:33.000907;2021-03-31 21:47:33.000907;0;8;9;570;5;5;4;554;champions;13268
907;2021-03-31 21:47:33.000908;2021-03-31 21:47:33.000908;0;3;28;2395;5;5;5;555;champions;13269
908;2021-03-31 21:47:33.000909;2021-03-31 21:47:33.000909;0;486;1;154;1;1;3;113;hibernating;13270
909;2021-03-31 21:47:33.000910;2021-03-31 21:47:33.000910;0;303;1;167;2;1;3;213;hibernating;13271
910;2021-03-31 21:47:33.000911;2021-03-31 21:47:33.000911;0;33;2;537;4;2;4;424;at_Risk;13272
911;2021-03-31 21:47:33.000912;2021-03-31 21:47:33.000912;0;115;1;68;3;1;2;312;hibernating;13273
912;2021-03-31 21:47:33.000913;2021-03-31 21:47:33.000913;0;412;1;90;2;1;2;212;hibernating;13274
913;2021-03-31 21:47:33.000914;2021-03-31 21:47:33.000914;0;386;2;371;2;2;4;224;hibernating;13275
914;2021-03-31 21:47:33.000915;2021-03-31 21:47:33.000915;0;155;5;155;3;4;3;343;loyal_customers;13276
915;2021-03-31 21:47:33.000916;2021-03-31 21:47:33.000916;0;18;7;655;5;4;4;544;loyal_customers;13277
916;2021-03-31 21:47:33.000917;2021-03-31 21:47:33.000917;0;43;4;180;4;3;3;433;need_attention;13278
917;2021-03-31 21:47:33.000918;2021-03-31 21:47:33.000918;0;80;1;0;3;1;1;311;hibernating;13279
918;2021-03-31 21:47:33.000919;2021-03-31 21:47:33.000919;0;193;6;281;3;4;3;343;loyal_customers;13280
919;2021-03-31 21:47:33.000920;2021-03-31 21:47:33.000920;0;441;1;17;1;1;1;111;hibernating;13281
